AdminStrata,Al-Hasakeh,Aleppo,As-Sweida,Damascus,Dar'a,Hama,Homs,Lattakia,Rural Damascus,Tartous
Indicator,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI
2018-08-31,36.773070000000004,21.61907,27.22063,25.022080000000006,47.61905,25.768519408995928,25.83209,30.51581,27.653399999660106,25.96154
2018-09-30,34.0544,16.01831,27.011490000000002,25.30562,37.425341606817476,26.013582442447554,28.505750000000006,38.59598999999999,35.821017974247205,26.22302
2018-10-31,44.288090000000004,26.41978,40.58642,26.8553,47.06345508793697,39.58126552193462,32.713983364195,34.81801,39.876510597934,35.17018
2018-11-30,39.86260999999999,26.21779,29.73057,19.698490000000003,43.13749574077517,26.035997664790834,36.85081689401299,29.546870000000002,38.713678262932326,30.785559999999997
2018-12-31,36.37132999999999,27.20825,38.70192,25.30541,31.748450584569788,35.85947061321889,33.73804185134897,36.21359,33.24401460230732,42.25066999999999
2019-01-31,36.36737,25.748720000000002,41.56512,29.392710000000005,40.32114117671029,28.33052034950155,33.59904523286709,46.98729,36.5157664401542,36.32847
2019-02-28,44.16023,31.390614958544425,41.80169999999999,34.5442,38.45521485957622,36.43985564957397,39.967854878211504,41.51574,33.27097340867699,38.85216
2019-03-31,41.23952,38.518040461093285,53.10817000000001,34.41708,42.394208126470325,39.309486080692416,40.257979664774396,47.51251,45.793637740681895,45.44627
2019-04-30,44.89614,23.165511454163045,47.85436,33.16971000000001,49.16301224920914,34.193554600074634,43.205519300169726,37.85584,41.32361708080182,43.49581
2019-05-31,44.48575000000001,23.195084260995923,40.57428,24.5,40.321698231789405,36.197041597510534,35.110691610464094,42.68122,25.912204083200912,33.95022
2019-06-30,35.152409999999996,32.64169772203452,42.93207999999999,31.140490000000003,39.92463690810594,37.17798208714037,40.22758823374495,44.354620000000004,28.591628037241286,35.55556
2019-07-31,42.25184,29.070174801423594,29.44633,27.63683,41.634349242432094,36.66855273643479,37.316280651021245,35.194109999999995,29.269214036181946,35.15625
2019-08-31,46.71772,31.52058073722229,27.9101,25.020990000000005,34.46812835417054,41.53330873460013,43.04942742775209,32.81596,30.933156592399353,38.99311999999999
2019-09-30,55.846219999999995,39.86447540070653,29.90325,33.294509999999995,40.44182432869235,40.31119043666402,41.50953191572541,46.9233,31.62726030508513,47.73278
2019-10-31,52.66955000000001,32.37002978967559,25.63131,23.454200000000004,41.53658863704033,35.340388403256604,34.64546855469069,33.70819999999999,35.26782177952635,50.503890000000006
2019-11-30,43.82716,26.45609871577617,43.51768,22.97321,37.504619264036535,32.984913063838526,33.111178285480186,41.51703,26.61792002489739,26.08972
2019-12-31,53.99296999999999,34.09955079962137,32.49781,30.913390000000003,37.578751096410066,35.17542903242962,39.10799286861357,39.38002,35.43846124138575,42.77826000000001
2020-01-31,59.79331,21.53432,33.33333,37.799609999999994,39.1586522366184,46.646275979526216,50.142864881137704,34.734919999999995,35.907792441389155,28.620690000000003
